student_id,course_id
101881,115530
101881,115526
101881,115524
101881,150169
101881,178457
101833,123930
101833,123965
101833,123974
101833,179344
101833,123986
101833,123975
101833,177102
101601,115511
101601,150974
101601,115541
101601,115546
101601,115509
101601,115535
101601,115552
101189,114481
101189,115540
101189,109124
102744,113149
102744,183979
102744,172214
102744,172231
102744,172243
104461,113149
104461,172215
104461,113145
100528,113149
100528,113168
100528,113197
100528,172217
100528,183979
100528,113140
100528,113145
100528,172215
100528,186582
103222,115509
103222,115511
103222,107006
103222,112235
103222,115530
103222,115532
103222,112295
103222,115547
103222,172198
103222,106995
103222,112335
103373,115509
103373,178065
103373,115564
103373,115535
103373,115541
103373,178641
103373,175208
100516,113085
100516,172214
100516,113139
100516,113168
100516,113153
100516,117065
100516,113140
100340,115549
103778,113064
100704,115509
100704,115552
100704,115564
100704,115541
100704,115537
100704,115560
103758,107492
103758,122597
103758,105660
103758,118697
103758,113054
103758,171560
102426,115552
102426,115509
102426,115560
102426,115573
102426,115535
103130,113097
103130,113142
103130,113145
103130,172245
103130,172215
103130,184280
101097,186582
101097,113167
101097,172215
101097,172217
101097,183979
101097,113140
101097,181942
101097,185933
101797,113137
101797,113138
100461,113085
100461,172211
100461,172214
100461,113167
100461,113138
100461,179351
104069,113255
104069,113258
104069,121415
104069,113254
103435,123947
103435,123971
103435,123973
103435,123965
103435,177102
101733,113142
102900,115511
102900,115564
102900,115510
102900,115560
102900,150974
102900,115516
102900,115573
102975,115510
102975,115511
102975,115530
102975,115541
102975,115544
102975,115564
102975,115573
102975,115540
102975,115552
102303,115590
102303,121408
102303,115524
102303,115525
102303,115596
102303,108979
102303,115522
102303,115589
102303,115526
102303,119810
102303,119857
103193,115518
103193,115552
103193,115511
103193,115564
103193,115586
103193,150974
103193,115516
103193,115542
103193,107638
103193,115319
103193,107791
103193,107583
103193,107591
103193,107793
103648,115549
103648,115541
103648,115548
103648,115550
103648,115564
103648,115578
103648,150974
103648,177843
103677,115509
103677,115549
103677,115552
103677,115548
103677,178065
103677,178641
103677,183925
103677,115564
103677,150974
103677,175208
103677,182546
100446,178065
100446,115531
100446,115560
100446,115564
100446,115535
100446,115540
103057,115564
102722,115552
103483,113085
103483,172215
103483,113097
103483,172247
103483,172234
104452,172253
104452,112914
104452,119793
102375,115509
102375,115564
102375,115510
102375,115541
102375,115537
102375,115531
102375,115573
102375,115546
102522,115509
102522,115529
102522,115566
102522,115540
102522,115564
102522,178065
102522,175208
100415,115518
100415,115541
100415,115564
100415,115586
100415,115511
100415,115544
100415,150974
100146,117106
100146,119316
100146,113059
100146,113065
100146,120452
100146,122685
101762,115509
101762,115511
101762,115569
101762,115530
101762,115547
101762,172198
101762,115529
101762,115532
102487,113085
102487,113142
102487,113167
102487,172214
102487,172215
102487,172231
102487,113197
100784,178065
100784,115564
100784,178459
100784,115535
100784,183926
100784,115548
100784,115533
103314,115552
103314,178065
103314,115509
103314,115540
103314,115518
103314,115541
103314,115573
103314,182546
103314,115564
100200,113085
100200,113142
100200,113167
100200,113138
100200,113149
100200,113168
100200,172214
100200,172243
100200,172215
103681,113167
103681,181942
103681,183979
103681,172217
103681,113140
103681,172234
100148,115524
100148,115516
100645,112419
100645,115509
100645,115529
100645,115552
100645,112331
100645,178065
100645,179243
100625,178065
100625,115542
100625,115554
100625,181610
100625,115560
100625,107722
100625,114049
100625,122141
101569,110746
101569,109582
101569,118701
100426,123974
100085,115511
100085,115510
100085,115531
100085,115571
100085,115586
103736,113085
103736,113149
103736,172215
103736,113139
103736,113168
103736,172247
103736,172243
103736,113140
102033,107006
102033,115552
102033,106995
102033,115509
102033,178459
102033,112334
102033,112419
102033,117106
102033,120443
102033,122287
102033,107582
102033,107574
102033,175350
103042,115509
103042,115552
103042,115511
103042,115564
103042,115510
103042,115530
103042,115516
103042,150974
103042,115542
103042,115518
103042,115537
102807,106995
102807,115509
102807,115529
102807,115552
102807,115569
102807,112331
102807,178065
102807,150974
102807,178459
103858,113085
103858,172231
103858,113139
100051,115509
100051,115511
100051,115554
100051,115560
100051,115517
100051,115578
100051,105686
100534,115509
100534,115552
100534,115554
100534,115564
100534,115518
100534,115516
101173,115509
101173,115518
101173,115540
101173,115543
104365,115509
104365,115560
104365,115564
104365,115586
104365,178065
104365,115554
104365,115561
104365,115542
104527,113142
104527,113149
104527,172214
104527,113085
104527,113167
104527,150362
104527,172200
104527,172231
104527,113153
104527,172233
104527,172232
100293,113097
100293,113145
100293,113167
100293,172217
100293,172215
104219,113085
104219,113171
102001,115509
102001,115552
102001,115511
102001,115569
102001,115530
102001,115547
102001,172198
102001,115532
101131,113145
101131,172215
101131,115827
101131,172217
101131,172245
101131,113140
102357,115509
102357,115552
102357,115519
102357,150170
102357,110790
102357,111067
102357,120226
102357,110446
101576,115509
101576,115518
101576,115522
101576,115524
101576,115516
103950,115552
103950,115540
103950,115564
103950,178641
103950,175208
101212,115510
101212,115511
101212,115552
101212,115531
101212,115537
101212,115548
101212,115564
101212,115578
101212,115586
100948,115509
100948,115511
100948,115564
100948,115586
100948,115549
100948,115550
100948,115560
100948,181372
100948,180062
100889,113060
101566,115509
101566,115552
101566,115511
101566,115571
101566,115529
101566,115564
101566,115573
101566,178460
100899,178065
100899,115509
100899,115543
100899,150974
100899,115535
100899,115554
100899,107583
100899,107477
100899,107494
100899,107584
100899,107612
100899,107753
100899,107780
100899,108309
100899,108313
102931,176530
103011,112082
103011,112333
103011,115532
103011,115552
103011,106995
103011,172198
103011,112312
100292,105858
104278,105823
104278,105838
104278,105850
104278,105866
104278,105912
104092,115509
104092,115552
104092,115564
104092,115510
104092,115586
104092,150974
104092,115537
101872,115510
101872,115547
101872,115586
101872,115529
101872,115578
101767,115509
103150,172215
103150,183979
103150,172217
103150,185933
103150,113154
103150,172214
103150,189242
102472,115518
102472,115552
102472,115524
102472,115561
102472,115586
102472,150169
102472,178457
101105,113097
101105,172214
101105,183979
101105,113149
101105,172215
101105,113145
101105,172217
101105,181942
103938,113085
103938,113167
103938,172214
103938,172215
103938,113138
103938,113142
103938,113153
102806,172217
102806,113140
102806,172215
102806,113167
102806,179351
102785,113149
102785,113151
102785,113167
102785,113153
102785,172215
102785,172231
102785,172232
103672,113168
103672,172243
103361,115509
103361,177337
103361,181373
103361,113142
103361,113167
103361,172215
103361,172217
103361,113097
102174,113085
102174,113167
102174,172215
102174,113149
102174,113154
102174,123973
102174,172233
102174,172232
101662,115511
101662,112334
101662,115532
101662,115552
101662,106995
101662,172199
103897,115509
103897,115552
103897,115564
103897,178065
103897,150974
103126,180472
103126,189242
103999,172215
103999,172217
103999,172243
103999,172214
101123,115509
101123,115524
101123,150169
101123,178458
101123,115552
101123,115526
101123,115561
102547,115509
102547,178461
102547,115530
102547,178460
102547,115531
102547,115564
102547,115552
102547,178065
102547,186173
102547,115529
104132,172207
104132,113076
100832,113142
100832,172215
100832,172245
100832,185933
100832,113139
100832,113145
100832,184280
101996,113142
101996,113167
101996,172214
101879,115509
101879,115552
101879,115518
101879,183926
101879,115530
101879,115548
101879,115564
102747,123973
102747,177101
102747,177102
100652,115510
100652,115511
100652,115530
100652,115586
104558,113085
103149,113097
103149,179351
101667,172215
101667,113145
101667,113154
101667,150362
101667,113097
101667,184280
102445,113140
102445,172215
102445,113150
102445,186582
102445,113154
102445,172231
102445,113149
100772,115509
100772,115540
100772,115552
100772,178065
100772,115530
100772,115531
100772,178460
100772,115543
100772,115564
103572,115552
103572,178065
103572,115515
103572,115540
103572,115564
103572,115516
103572,115533
103572,150974
103572,175208
100070,113097
102086,115509
102086,115569
102086,115530
102086,178459
102086,115552
102086,178065
102851,113097
102851,172217
102851,113145
102851,119127
102851,179351
102851,184280
102851,113138
104034,105823
104034,105856
104034,105858
104034,105844
102488,113085
102488,183979
102488,172231
103377,115552
103377,186446
103377,115564
103377,187476
102250,172215
102250,186582
103004,172198
103004,115509
103004,115511
103004,115569
103004,115530
103004,115532
103004,115510
103004,115547
103004,115552
100189,115509
100189,178065
100189,178461
100189,115533
100189,182546
100189,115535
100189,115564
100189,115530
100189,181373
104174,115564
104174,182546
104174,115535
104174,115541
100004,115509
100004,115516
100004,115542
100004,178065
100004,115518
100004,115530
100004,115548
100004,115552
100004,115564
100004,115543
100004,115544
100353,115564
100353,115510
100353,115541
100353,115540
100353,115529
100353,115578
100353,115531
100353,115573
101385,113142
101385,113167
101385,172215
101385,185933
101385,113097
101385,113150
101385,183979
101385,184280
101098,123973
101098,177101
101098,123976
101098,123987
101098,177102
103815,118686
103815,118653
103815,115624
103815,123386
103815,118550
103815,170470
103815,105694
103426,113149
103426,172214
103426,172215
103426,113168
103426,113197
103426,180587
103426,113154
103426,172233
103426,172246
102661,115509
102661,115518
102661,115552
102661,115511
102661,177512
102661,115516
102661,115564
101071,115548
101071,115550
101071,178065
101071,115509
101071,115544
101071,115586
101071,115516
101071,115564
102892,115509
102892,115552
102892,115511
102892,115573
102892,115533
102892,115540
100368,115509
100368,115530
100368,115564
100368,115571
100368,115510
100368,115529
100368,115552
100368,115573
102716,115510
102716,115511
102716,115571
102716,115535
102716,115578
101348,172234
101348,177101
101348,177102
101178,123955
102746,115552
102746,178065
102746,150974
102746,115518
102746,115540
102746,175208
102524,115588
102524,150895
102524,177337
102524,115553
102524,121408
102524,121434
102524,150076
102524,115597
102524,111756
102524,150896
104216,113059
104216,117034
101498,115530
101498,178065
101498,115552
101498,115535
102035,113085
102035,172215
102035,113167
102035,150994
102035,113144
102035,123976
102035,172232
102035,113142
102035,113154
102035,172234
102035,113151
102035,172229
102035,179351
102035,110057
102035,115708
102035,110445
102035,115743
102035,119634
102035,115752
102035,115756
102035,122443
102035,105609
102035,117020
102035,122441
102035,105660
102035,115768
102035,122445
102035,105695
100317,113144
101685,113154
101685,113167
101685,150362
101685,183979
101685,113150
101685,172215
101685,186582
104215,172214
104215,172215
104215,183979
104215,106580
104215,117020
104215,115694
104215,118727
104215,110670
104215,119634
104215,187546
104215,118701
102007,115509
102007,115511
102007,115544
102007,115540
102007,115552
102007,115549
102007,115564
100351,115511
103200,115509
103200,115540
103200,115552
103200,115510
103200,115541
103200,115564
103200,115586
103200,115546
103200,150423
103200,107788
103200,107708
103200,107767
103200,122547
103200,122581
103200,107584
103200,107794
103200,109821
103959,172214
103959,150895
103959,172243
102776,115549
102776,115535
102776,115533
102776,115564
104002,115549
104002,115552
104002,178065
104002,115541
104002,115548
104002,115550
104002,115563
104002,115509
104002,150974
100290,113142
103947,115509
103947,115518
103947,115522
103384,172215
103384,172243
100833,113149
100833,113085
103965,113142
100219,113149
100219,113085
100219,172215
101830,113167
101830,172215
100010,115509
100010,115547
100010,172198
100010,112335
100010,115529
100010,115569
100010,178065
100010,115530
100010,115532
100010,106995
100010,115571
102282,115540
102282,115554
102282,115510
102282,115541
102282,115564
102282,115586
102282,150974
102282,120197
101765,115511
101765,115510
101765,115516
101765,115535
101765,115552
101765,115564
101765,115533
102199,113085
102199,113140
102199,113138
102199,172247
102199,105866
102199,172214
103925,115588
103925,115589
103925,108979
103925,115586
103925,115597
103925,150974
103925,115594
103311,115509
103311,115552
103311,115524
103311,115525
103311,115516
103311,115519
103311,150169
100801,115511
100801,115564
100801,115541
100801,115548
100801,115586
102961,172214
100302,115509
100302,115527
100302,115552
100302,115566
100302,115540
100302,150974
100302,175208
100885,115540
100885,115558
100885,115579
102725,110445
102725,111083
102725,105660
102725,105695
102725,111289
102725,111290
102725,122593
102725,123412
102725,184372
102725,178080
101020,113167
101020,123882
101020,172214
101020,113168
101020,172217
101020,113142
101020,172215
101020,179351
103871,172214
103871,172217
103871,113145
103871,172234
103871,181942
100888,113154
102963,115509
102963,115530
102963,150974
102963,178459
104561,178065
104561,115531
104561,115564
104561,150974
104561,115535
104561,115530
101274,123931
101274,177102
101274,123973
101274,123959
104183,123947
104183,123973
104183,123965
104183,123975
104183,177101
104183,123976
104183,123977
104183,177102
104183,123986
101475,115509
101475,115552
101475,178461
101475,115530
101475,178460
101475,115533
101475,178459
101475,182546
101099,172215
101099,172245
101857,113085
101857,113149
101857,150362
101857,113139
101857,113145
101857,113168
101857,105866
101857,172214
102577,113171
100026,115554
100026,115589
100026,115597
100026,115571
100026,175215
101910,113167
101910,172215
101910,113168
101910,172217
101910,172243
101910,181942
101366,113085
101366,172214
101366,172215
101366,113142
101366,113167
101366,113097
101366,113145
101366,184280
101366,172231
103081,113058
101932,172247
101932,113154
101932,150994
101932,123977
101932,172229
101932,123930
101932,123965
101932,113149
101932,105823
101932,105824
101932,105847
101932,105850
101932,105838
101932,105896
101932,105907
104202,183979
104202,113142
104202,172217
104202,180587
104202,172215
104202,172236
104202,185933
104202,113197
104202,172245
104202,113145
104202,172253
104202,179351
104202,113199
100705,115552
100705,115549
100705,183926
100705,115554
100705,115566
100705,186446
100705,115564
100705,105435
100705,107650
100705,117097
100705,107585
100705,107638
100705,107699
100705,107593
100705,178552
100705,107603
100705,107641
100705,110501
100705,150393
100705,107794
103070,115518
103070,115552
103070,115540
103070,115543
103070,150974
100098,115510
100098,115511
100098,115540
100098,115516
100098,115541
100098,115564
100686,115509
100686,115569
100686,178065
100686,115530
100686,178459
100686,107006
100686,112421
100686,115529
100686,183063
101923,113150
101923,115554
101923,113144
101923,113149
101923,172215
101923,172247
101923,177337
101923,172210
101923,179351
102538,113097
102538,113167
102538,172215
102538,172217
102538,172231
101638,115509
101638,115522
101638,115524
101638,115517
101638,150169
101638,178457
101638,186173
100600,115509
100600,115516
100600,115552
100600,178065
100600,115537
100600,115540
100600,115564
100600,115571
100600,115586
100600,150974
102168,113197
102168,113199
102168,172236
102168,172210
102168,172235
102168,179351
102168,121479
102168,172253
102168,186777
102423,115552
102423,115524
102423,115526
102423,115586
102423,178065
102902,113140
102902,172217
102902,189242
102902,118484
101641,115541
101641,115552
101641,115543
101641,115544
101641,115550
101641,115573
103692,115509
103692,115518
103692,115511
103692,115573
103692,115516
103692,115543
103692,115586
104492,113142
104492,172217
101855,115569
101855,115530
101855,115552
101855,172198
101855,115532
101855,107006
101855,112331
101855,178459
104259,113142
104079,115509
104079,115552
104079,115516
104079,180971
104079,180972
102545,172214
102545,172215
102545,113097
102545,172217
102545,113145
102545,172245
102640,105657
102640,113058
102640,122597
102640,113054
102640,113056
102640,113060
102869,123976
102869,172214
102869,177102
101869,178065
101869,115541
101869,115564
101869,115535
101869,115573
101869,115578
100149,113197
101949,172201
101949,113140
101949,113145
101949,172217
101949,172215
101949,184280
101949,189242
101107,123947
101107,123973
101107,172214
101107,113142
101107,177102
103652,150076
103652,172253
103652,120138
101148,115552
101148,115517
101148,115564
101148,178461
101352,150994
101352,183377
101352,113144
101352,172228
101352,113154
101352,113167
101352,172242
104191,123882
104191,170004
104191,113150
104191,177101
102711,115511
102711,115529
102711,107006
102711,115530
102711,115532
102711,172199
102711,112310
102711,172198
102711,112295
101614,113043
103196,113085
104081,113085
103196,113149
104081,113149
103196,172234
104081,172234
103196,113144
104081,113144
103196,113197
104081,113197
103196,170004
104081,170004
103196,172217
104081,172217
103196,172235
104081,172235
103196,172244
104081,172244
103196,172246
104081,172246
103196,105657
104081,105657
103196,113075
104081,113075
103196,113076
104081,113076
103196,171560
104081,171560
104458,115509
104458,115510
104458,115511
104458,115540
104458,115518
104458,115541
104458,115564
104458,115543
104458,115552
104458,115579
103424,172214
103424,172215
103523,115569
103523,115510
103523,115530
103523,115511
103523,115529
103523,115552
103523,115540
103523,115543
103523,150974
103204,113065
103204,105438
103204,105448
103204,107582
103204,113060
103204,113064
103204,113085
103204,105439
103204,105653
103204,105657
103204,118722
100827,113097
100827,189242
104031,115518
104031,115535
104031,105539
104031,180027
103537,115509
103537,115552
103537,115564
103537,115541
103537,115586
103537,150974
103537,115540
104568,113142
104568,183979
103516,115552
103516,115569
103516,115532
103516,115547
103516,172198
103516,115529
103615,115510
103615,115548
103615,115543
103615,115586
103615,115529
103615,115540
103615,115531
101117,123920
101117,123976
101117,123987
101117,172215
101117,177102
100397,115518
100397,115522
100397,115552
100397,115524
100397,115525
100397,115561
103207,115509
103207,115564
103207,115510
103207,115541
103207,115573
103207,115546
103207,115586
102563,113154
102563,172217
103508,113085
103508,113150
103508,172214
103508,113151
103508,172243
103508,105609
103508,117285
103508,119316
103508,124024
103508,105657
103508,105660
103508,171560
103508,172211
101518,115509
101518,115535
101518,115531
101518,115552
101518,115516
101518,115533
101518,150974
101518,109123
101518,109124
101518,122547
101518,112136
101518,119243
101518,112167
101518,109147
101518,175350
100714,115530
100714,115532
100714,115509
100714,115547
100714,172198
100714,115569
100714,172199
102010,115518
102010,115511
102010,115541
102010,115520
102010,115586
103559,115530
103559,106995
103559,115547
103559,112293
103559,112312
103559,112385
103559,172199
103585,115552
103585,178065
103585,115517
103585,115530
102700,105660
102700,113076
102700,172207
104484,115529
104484,115531
104484,115552
104484,115564
104484,178065
104484,115533
104484,182546
102495,113085
102495,172214
102495,113138
102495,113149
102495,172243
102495,184280
102495,172247
102205,113142
102205,172201
102205,172214
102205,113149
102205,172215
102205,183979
102205,113140
102205,172217
102205,172245
102205,185933
103691,115509
103691,115511
103691,115530
103691,115586
103691,115529
103691,115535
103691,115573
104547,113097
104547,109627
104547,113142
103735,172214
103735,113145
103735,187710
103735,123976
103735,172228
103735,172229
103735,185933
100541,115531
100883,123947
103417,113085
103417,113167
103417,183979
103417,113149
103417,172243
103417,113153
100480,172201
100480,172214
100480,113142
100480,113149
100480,172215
100480,113140
100480,172231
101671,113138
101671,183979
101455,115533
101455,150974
101455,178065
101455,115530
101455,115564
101455,115552
101455,115571
101455,115578
102020,113085
102020,113151
102020,113150
102020,172214
102020,172234
102020,172211
104332,178065
104332,115530
104332,115531
104332,107560
104332,107469
104332,107724
104332,118483
104332,118504
104332,110804
103468,172217
103468,172245
103468,113140
103468,184280
101770,113085
101770,123976
101770,172228
101770,113197
101770,150362
102913,113085
102913,113160
102913,113154
102913,172231
102913,172232
102080,115510
102080,115537
102080,115552
102080,115564
102080,115516
102080,115542
102080,115527
102080,115560
102080,115573
103542,115509
103542,115552
103542,115564
103542,115511
103542,115535
103542,115540
103542,115571
103542,115578
101232,150362
101232,177101
101232,172273
101232,123974
101232,177102
101836,178065
101836,115560
101836,115578
101836,115579
104384,115509
104384,115548
104384,115552
104384,115564
104384,115538
104384,115518
104384,115540
104384,115554
101806,115509
101806,115535
101806,115541
101806,115573
101806,182546
103500,115511
103500,115509
103500,115541
103500,115586
103500,176454
103500,115531
101022,113142
101022,113167
101022,150362
101022,172215
101022,113149
101022,172231
101022,172233
101022,172243
101022,183979
101022,105863
101022,113140
101022,179351
101022,113145
101022,172253
101022,185933
102812,172201
102812,113154
102812,172217
100530,172214
100530,113145
100530,113167
100530,172217
100530,113139
100530,172234
103390,113167
103390,172217
103390,183979
103390,113145
103390,113168
103390,150362
103390,172243
103390,113139
103390,172215
103390,186600
103985,115524
103985,115525
103985,115526
103985,115561
103985,115586
103985,178458
101801,115511
101801,115530
101801,115586
101801,115535
101801,115533
101801,150974
100412,172212
100412,113142
100412,170004
100412,172210
101958,172215
101958,172217
101958,183979
101958,113145
101958,172214
101958,184280
100544,172215
100544,183979
101326,115509
101326,115529
101326,115535
101326,178065
101326,115530
101326,115552
101326,115564
101326,178461
101326,178459
101326,182456
101326,182546
100605,124029
100605,113046
100605,115703
104530,150362
104530,123976
104530,123975
104530,172229
104530,113153
104530,172228
104530,183979
103923,115511
103923,115541
103923,115564
103923,115540
103923,115586
103923,150974
103841,115509
103841,115518
103841,115586
102775,113138
102775,113197
100014,113052
100014,113074
100014,118646
103449,110444
103449,113043
103449,172201
103449,113067
103449,117020
103449,118530
103449,118640
103449,172204
104482,115509
104482,115524
104482,115518
104482,178457
102680,113097
102680,113085
102680,172214
102680,172215
102680,113171
102680,113154
102680,113167
102680,113144
102680,172217
102680,172246
103233,115522
103233,115526
103233,115561
103233,115519
103233,178458
103233,110517
103233,110728
103233,120426
103233,120872
103233,170574
103233,105437
103233,107597
103233,110482
103233,110743
103233,105499
103233,110528
103233,119280
103233,120443
103233,120451
103233,122597
103233,105660
103233,109483
103233,110567
103233,124309
103233,110811
103233,124310
103233,124316
103233,110810
103233,110812
101666,115509
101900,123973
101900,172214
101900,172215
103397,115552
103397,115518
103397,175208
103397,178457
103734,115509
103734,115566
103734,115540
103734,178065
103734,115564
103734,150974
103760,115509
103760,115518
103760,115522
103760,115517
103760,115524
103760,115561
103760,115511
103760,115519
103760,115520
104248,113145
104248,113144
104248,150362
104248,172234
102868,172215
102868,113151
102868,172214
102868,172231
102868,172243
102868,113142
103790,172214
103790,113142
103790,183979
103790,113140
103790,117049
103790,105653
103790,118530
103790,172218
104510,115552
104510,115516
100272,113043
100272,113065
100272,115319
100272,184373
100272,172205
100272,117285
100272,117286
100272,171560
100272,172207
103322,115552
103322,178065
103322,115537
103322,115516
103322,115586
103322,180483
103791,123974
103791,177101
103791,177102
103791,105615
103791,105635
103791,105426
103791,105636
103791,105702
103791,115744
103791,109563
103791,105811
103791,120428
103791,105807
103791,108666
103791,175420
104090,177102
104090,172203
104090,177101
101653,113140
101653,172217
101653,184280
101653,172215
100735,115509
100735,115552
100735,115540
100735,115564
100735,178065
100735,178457
100735,110096
100735,172991
100735,110133
100735,110089
100735,110120
100735,110201
100735,110228
101810,112082
101810,115509
101810,115569
101810,178065
101810,115530
101810,115532
101810,115552
101810,172199
101810,107006
101810,172198
101810,178459
100646,115509
100646,115552
100646,115511
100646,115564
100646,115541
100646,150974
100646,115540
104027,115529
104027,115552
104027,115510
104027,115530
104027,115564
104027,115511
104027,115533
104027,115540
101070,113085
101070,113142
101070,113149
101070,113153
101070,181942
101070,183979
101070,183499
101070,123386
104105,115509
104105,150974
104105,115540
104105,115548
104040,115529
100440,113142
100440,172215
100440,123882
100440,113140
100440,172233
100440,113149
100440,113151
100440,172247
100440,113167
101965,113142
101965,113140
101965,113197
103565,115509
103565,115540
103618,115509
103618,115569
103618,115530
103618,115552
103618,115529
103618,115532
103618,172198
103618,178459
104529,105823
100444,115509
100444,178065
100444,180483
100444,180959
100444,115516
100444,115564
100444,175208
100444,115554
100333,115552
104094,113085
104094,123882
104094,113150
104094,172231
104094,113149
104094,113151
104094,120886
104094,120928
104094,123386
104094,107566
104094,120881
104094,121020
104094,123393
104094,105787
100661,113043
100661,118662
100661,118675
100661,113076
100661,178529
103577,115518
103577,115552
103577,115520
102814,113097
102814,183979
102814,113140
102814,113154
102814,123882
102814,172236
102814,172217
102814,172243
102814,186582
100304,115550
100304,115564
100097,172247
100097,113149
100097,172214
100097,113085
100097,113150
100097,113167
100097,150362
100097,172215
100097,113151
100097,184745
100097,124024
100097,108158
100097,110502
100097,117092
100097,107559
100097,122441
100097,150990
100097,109454
100097,173152
100097,175005
100097,117520
100097,124036
100892,115509
100892,115552
100892,115564
100892,115548
100892,115586
100892,150974
100892,115511
100892,115578
101916,123976
101916,150362
101916,172228
101916,113167
101916,150994
101916,172217
101916,172229
101916,113150
101916,172215
101916,181942
102594,115552
102594,115510
102594,115544
102594,115564
102594,115518
102594,115540
103609,115509
103609,115518
103609,115540
103609,115516
103609,115564
103609,186173
104048,112310
104048,115509
104048,115569
104048,107004
104048,107006
104048,112082
104048,115532
104048,115510
104048,115547
104048,115552
101635,115509
101635,115564
101635,115586
101635,115516
101635,115542
101635,115543
101241,113199
101241,121413
101241,121414
101241,170453
101241,121415
101514,177101
101514,177102
101514,123930
101514,172275
101514,123955
101514,123985
101514,123976
101514,123965
101847,115511
101847,115529
101847,115540
101847,115510
101847,115552
101847,115564
101847,115586
101545,113142
101545,113145
101545,177844
101545,179434
101545,173178
101545,180028
100459,105657
100459,118640
100459,118672
100459,118716
104337,172201
104337,113076
104337,172205
104337,172207
100968,115530
100968,115547
100968,172198
100968,115569
100968,115509
100968,115529
100968,178065
102499,115509
102499,115516
102499,115529
102499,115552
102499,115518
102499,115564
102499,178460
102499,115531
102499,115533
102709,115564
104035,123920
102416,115518
102416,115552
102416,115525
102416,115526
102416,115561
102416,115519
102416,178065
102959,115509
102959,115535
102959,172197
102959,115516
102959,115543
101442,115548
101442,115518
101442,115560
100986,115511
100986,172198
104300,113142
104300,172214
103989,172217
103989,113140
103989,185933
103989,113145
103989,113149
103989,180587
103048,113043
103048,113059
103048,113058
103048,172202
103048,122547
100711,113043
103863,115509
103863,115510
103863,115552
103863,115535
103863,115537
103863,115543
103863,115586
103863,179360
100595,150895
100595,113142
100595,115586
100595,121408
100595,108979
100595,172252
100595,175513
100979,115509
100979,115529
100979,115573
100979,115533
100103,113255
100103,113244
100103,115586
100810,113167
100810,172217
100810,113140
100810,172215
100810,172231
101573,115509
101573,115552
101573,115543
101573,115530
101573,115548
101573,115535
102469,115509
102469,115518
102469,115560
102469,178065
102469,115586
102469,178457
102750,113140
102750,113138
102750,113168
102750,172247
102750,113149
103402,113085
103402,172201
103402,172210
103402,172215
103402,113167
103402,172217
103402,113097
101340,113144
101340,113153
101340,172244
101340,113150
101340,172243
103630,115511
103630,115586
103630,115578
103630,115532
103378,115509
103378,115552
103378,115517
103378,178461
103378,150974
103378,178459
101621,115552
101621,115569
101621,115530
101621,115547
