level_id,term_id,course_id,grade_code,student_id
GR,2161,113085,A,101898
GR,2161,113167,A-,101898
GR,2161,181942,B+,101898
GR,2161,183979,A,101898
GR,2164,113149,A,101898
GR,2164,113168,A-,101898
GR,2164,172215,A,101898
GR,2167,113153,A,101898
GR,2171,113197,A,101898
GR,2171,172237,A+,101898
GR,2171,184280,A-,101898
GR,2174,113140,A,101898
GR,2151,123920,A-,100278
GR,2151,123930,A,100278
GR,2151,123947,B-,100278
GR,2151,123965,B,100278
GR,2154,123949,B-,100278
GR,2154,172275,B+,100278
GR,2154,177101,A,100278
GR,2154,183499,B+,100278
GR,2161,123973,A,100278
GR,2161,123977,B,100278
GR,2161,123980,S,100278
GR,2161,123993,S,100278
GR,2164,123980,S,100278
GR,2164,177102,A,100278
GR,2111,115509,A,103299
GR,2111,115569,A,103299
GR,2114,115530,A,103299
GR,2114,178065,B,103299
GR,2121,115529,A-,103299
GR,2121,178461,A-,103299
GR,2124,115531,A,103299
GR,2124,115552,A,103299
GR,2127,178459,A,103299
GR,2131,115564,A,103299
GR,2134,115540,A,103299
GR,2134,180520,S,103299
GR,2154,113085,B+,100518
GR,2154,113140,A-,100518
GR,2154,113167,A,100518
GR,2157,113142,A,100518
GR,2157,113150,A-,100518
GR,2161,172245,B+,100518
GR,2161,183979,B+,100518
GR,2164,113145,B,100518
GR,2164,172214,C+,100518
GR,2164,172236,B-,100518
GR,2167,172243,A,100518
UG,2077,113067,A,103746
UG,2084,113076,A,103746
GR,2101,115509,A,103865
GR,2101,115552,A+,103865
GR,2104,115564,A,103865
GR,2104,172197,A+,103865
GR,2107,115571,A,103865
GR,2107,178065,A,103865
GR,2111,115535,A,103865
GR,2111,115560,A,103865
GR,2114,115530,A,103865
GR,2114,115573,A,103865
GR,2117,115516,A,103865
GR,2117,115542,A,103865
GR,2104,115530,A,100169
GR,2104,115532,A,100169
GR,2104,115552,A,100169
GR,2104,172199,A+,100169
GR,2107,115533,A,100169
GR,2107,172198,A,100169
GR,2107,178065,A,100169
GR,2107,178459,A,100169
GR,2111,115509,A-,100169
GR,2111,115529,A-,100169
GR,2111,115569,A,100169
GR,2111,115581,S,100169
UG,2081,113065,C,102586
GR,2121,115509,A,101344
GR,2121,115564,A,101344
GR,2124,115531,A,101344
GR,2124,115552,A-,101344
GR,2127,115516,A,101344
GR,2127,150974,A,101344
GR,2127,182546,A-,101344
GR,2127,182546,B,101344
GR,2127,182546,A-,101344
GR,2127,182546,B,101344
GR,2127,182546,A,101344
GR,2127,182546,A,101344
GR,2131,115529,A-,101344
GR,2131,115535,A,101344
GR,2131,115580,S,101344
GR,2131,178065,A-,101344
GR,2081,123947,A-,100380
GR,2081,123971,A-,100380
GR,2081,123973,A+,100380
GR,2081,123975,A-,100380
GR,2084,123930,A-,100380
GR,2084,123949,A-,100380
GR,2084,123966,B+,100380
GR,2084,123976,A-,100380
GR,2091,123993,S,100380
GR,2091,172273,A-,100380
GR,2091,172274,B+,100380
GR,2091,177101,A-,100380
GR,2121,115509,A,101301
GR,2121,115518,A,101301
GR,2121,115522,A-,101301
GR,2121,115552,A,101301
GR,2124,115524,A,101301
GR,2124,115525,B,101301
GR,2124,115526,A-,101301
GR,2124,115561,A,101301
GR,2124,178468,S,101301
GR,2127,115519,A,101301
GR,2127,178457,A,101301
GR,2127,179319,A-,101301
GR,2071,115509,A-,100329
GR,2071,115511,A,100329
GR,2071,115529,A,100329
GR,2071,115552,A,100329
GR,2074,115530,A,100329
GR,2074,115541,A,100329
GR,2074,115573,A,100329
GR,2074,115578,A+,100329
GR,2081,115510,A,100329
GR,2081,115535,A,100329
GR,2081,115564,A,100329
GR,2081,115580,S,100329
GR,2111,115509,A+,103787
GR,2111,115518,A,103787
GR,2111,115522,A-,103787
GR,2111,115552,A,103787
GR,2114,115524,A,103787
GR,2114,115525,B,103787
GR,2114,115526,A-,103787
GR,2114,115561,A,103787
GR,2117,115516,A,103787
GR,2117,115519,A-,103787
GR,2117,115578,A,103787
GR,2117,179319,B+,103787
UG,2087,109483,C+,103787
UG,2087,109483,x,103787
UG,2087,122597,B,103787
GR,2114,115541,A,104489
GR,2114,115552,A,104489
GR,2114,115573,A+,104489
GR,2114,178065,A,104489
GR,2117,115509,A,104489
GR,2117,115516,A,104489
GR,2117,115578,A,104489
GR,2117,150169,B+,104489
GR,2121,115540,B,104489
GR,2121,115549,B,104489
GR,2121,115564,A-,104489
GR,2121,115580,S,104489
GR,2151,115509,A,104184
GR,2151,115552,A,104184
GR,2151,115566,B+,104184
GR,2151,178065,A,104184
GR,2154,115515,B,104184
GR,2154,115540,A,104184
GR,2154,115564,A-,104184
GR,2154,175208,C,104184
GR,2157,115537,B+,104184
GR,2157,115573,B+,104184
GR,2157,115586,A,104184
GR,2157,150974,A,104184
GR,2101,112310,A,104553
GR,2101,115509,A,104553
GR,2101,115529,A-,104553
GR,2101,115569,A,104553
GR,2101,178065,A+,104553
GR,2104,107006,A-,104553
GR,2104,112235,A,104553
GR,2104,115530,A,104553
GR,2104,115532,A,104553
GR,2104,115552,A,104553
GR,2107,106995,A,104553
GR,2107,172198,A,104553
GR,2107,178459,A,104553
GR,2111,112322,A,104553
GR,2111,115581,S,104553
GR,2111,172199,B,104553
UG,2144,113043,A,102784
UG,2144,172201,B,102784
GR,2061,115540,A,103487
GR,2064,115586,A,103487
GR,2067,115578,A,103487
GR,2071,115579,A,103487
GR,2074,115548,A,103487
GR,2181,115509,A,103407
GR,2181,115519,B+,103407
GR,2181,115522,B,103407
GR,2181,115552,A,103407
GR,2184,115524,A,103407
GR,2184,115526,A,103407
GR,2184,115561,A-,103407
GR,2184,186038,B,103407
GR,2187,115516,A,103407
GR,2187,115541,C+,103407
GR,2187,175208,A,103407
GR,2187,178457,A+,103407
GR,2101,115509,A-,102288
GR,2101,115518,A,102288
GR,2101,115522,B,102288
GR,2101,115552,A,102288
GR,2104,115524,A,102288
GR,2104,115525,C,102288
GR,2104,115526,B,102288
GR,2104,115561,B,102288
GR,2107,115519,B+,102288
GR,2107,115586,B,102288
GR,2107,178065,A,102288
GR,2107,178468,S,102288
GR,2111,115564,A-,102288
UG,2061,114063,A-,102288
UG,2061,122638,B-,102288
UG,2064,114065,A-,102288
UG,2064,122681,B+,102288
UG,2064,170026,B+,102288
UG,2071,109580,A-,102288
UG,2071,117041,B+,102288
UG,2071,119253,C,102288
UG,2071,119253,x,102288
UG,2071,122547,C+,102288
UG,2074,110581,B,102288
GR,2061,115601,S,101713
GR,2064,115594,A,101713
GR,2067,115601,S,101713
GR,2071,115586,A,101713
GR,2074,115601,S,101713
GR,2077,109380,x,101713
GR,2081,109380,x,101713
GR,2067,115509,A,101543
GR,2067,115552,A,101543
GR,2071,115511,A,101543
GR,2071,115564,A,101543
GR,2074,115510,A,101543
GR,2074,115541,A,101543
GR,2077,115543,A+,101543
GR,2077,150974,A,101543
GR,2081,115537,A,101543
GR,2081,115540,B+,101543
GR,2084,115560,A+,101543
GR,2061,115511,A+,101881
GR,2061,115564,A+,101881
GR,2064,115510,A-,101881
GR,2064,115560,A,101881
GR,2064,115561,A,101881
GR,2067,115539,A-,101881
GR,2067,115578,A,101881
GR,2071,115518,A-,101881
GR,2071,115540,A,101881
GR,2071,115580,S,101881
GR,2074,115530,A,101881
GR,2091,115522,A+,101881
GR,2094,115525,A-,101881
GR,2101,115578,B,101881
GR,2104,115526,A,101881
GR,2124,115524,A,101881
GR,2134,115586,B,101881
GR,2137,150169,A,101881
GR,2137,178457,A,101881
GR,2131,123930,A,101833
GR,2131,123965,A,101833
GR,2131,123973,A-,101833
GR,2131,172203,A+,101833
GR,2134,123949,B+,101833
GR,2134,123974,A,101833
GR,2134,123976,B,101833
GR,2134,123977,B+,101833
GR,2134,179344,A,101833
GR,2141,123920,A-,101833
GR,2141,123986,A,101833
GR,2141,172253,B+,101833
GR,2144,123975,A,101833
GR,2144,177102,A,101833
GR,2077,115511,A,101601
GR,2077,150974,A,101601
GR,2084,115541,A,101601
GR,2087,115510,A-,101601
GR,2087,115546,A,101601
GR,2091,115509,A,101601
GR,2091,115535,A,101601
GR,2094,115552,A,101601
GR,2094,115564,B+,101601
GR,2097,115586,A-,101601
GR,2121,115509,B,101189
GR,2121,115518,B,101189
GR,2121,115522,B,101189
GR,2121,115552,A-,101189
GR,2124,114581,C,101189
GR,2124,115517,C+,101189
GR,2124,115564,W,101189
GR,2124,178065,B-,101189
GR,2127,178636,W,101189
GR,2127,180518,S,101189
GR,2131,114383,A-,101189
GR,2131,114481,A,101189
GR,2131,114513,B-,101189
GR,2131,178065,A-,101189
GR,2134,115540,A,101189
GR,2134,115541,B+,101189
GR,2134,115564,B,101189
GR,2141,115578,A+,101189
UG,2081,109718,B,101189
UG,2081,110096,W,101189
UG,2091,107562,W,101189
UG,2094,108275,W,101189
UG,2097,109124,W,101189
UG,2101,122310,C+,101189
UG,2107,109124,S,101189
UG,2114,109124,A,101189
UG,2114,173097,A-,101189
GR,2141,113085,A-,102744
GR,2141,113149,A,102744
GR,2141,113167,B+,102744
GR,2141,181942,A-,102744
GR,2141,183979,A,102744
GR,2144,113139,A-,102744
GR,2144,113151,B,102744
GR,2144,172214,A,102744
GR,2144,172217,B,102744
GR,2144,172231,A,102744
GR,2147,172243,A,102744
GR,2151,172243,A,102744
GR,2121,113085,B+,104461
GR,2121,113167,B-,104461
GR,2121,123882,B-,104461
GR,2121,172214,C,104461
GR,2124,113142,B+,104461
GR,2124,113151,A-,104461
GR,2124,113168,B,104461
GR,2131,113149,A,104461
GR,2131,113154,B,104461
GR,2131,150362,B,104461
GR,2131,172215,A,104461
GR,2134,113145,A,104461
UG,2117,107300,0,104461
GR,2181,113149,A,100528
GR,2181,113167,B+,100528
GR,2181,172214,A+,100528
GR,2181,172234,A-,100528
GR,2184,113168,A,100528
GR,2184,113197,A,100528
GR,2184,172217,A,100528
GR,2184,183979,A,100528
GR,2191,113140,A,100528
GR,2191,113145,A,100528
GR,2191,172215,A,100528
GR,2191,186582,A,100528
GR,2194,172231,0,100528
GR,2081,115509,A,103222
GR,2081,115511,A,103222
GR,2081,115529,A+,103222
GR,2081,115552,A-,103222
GR,2081,115569,A-,103222
GR,2084,107006,A,103222
GR,2084,112235,A,103222
GR,2084,115530,A,103222
GR,2084,115532,A,103222
GR,2084,172199,A+,103222
GR,2087,112295,A,103222
GR,2087,115510,B,103222
GR,2087,115547,A,103222
GR,2087,172198,A,103222
GR,2091,106995,A,103222
GR,2091,112335,A,103222
GR,2091,115581,S,103222
GR,2131,115509,A,103373
GR,2131,115552,A+,103373
GR,2134,115540,A+,103373
GR,2134,178065,A,103373
GR,2137,115560,A+,103373
GR,2137,115564,A,103373
GR,2141,115535,A,103373
GR,2141,115566,B+,103373
GR,2144,115541,A,103373
GR,2144,178641,A,103373
GR,2147,115573,A+,103373
GR,2147,175208,A,103373
GR,2141,113085,A,100516
GR,2141,113167,B+,100516
GR,2141,172214,A,100516
GR,2141,183979,A-,100516
GR,2144,113138,B+,100516
GR,2144,113139,A,100516
GR,2144,113168,A,100516
GR,2144,172217,B+,100516
GR,2151,113153,A,100516
GR,2151,117065,A,100516
GR,2151,172236,A-,100516
GR,2151,184280,A-,100516
GR,2154,113140,A,100516
GR,2154,117065,A,100516
GR,2061,115522,A+,100340
GR,2061,115540,A+,100340
GR,2061,115549,A,100340
GR,2061,115579,A+,100340
UG,2061,113064,A,103778
GR,2067,115509,A,100704
GR,2067,115552,A,100704
GR,2071,115511,A+,100704
GR,2071,115564,A,100704
GR,2074,115510,A-,100704
GR,2074,115541,A,100704
GR,2077,115578,A+,100704
GR,2077,150974,A+,100704
GR,2081,115537,A,100704
GR,2081,115540,A-,100704
GR,2084,115560,A,100704
GR,2084,115579,A+,100704
UG,2061,105653,x,103758
UG,2061,105653,A-,103758
UG,2061,107492,A,103758
UG,2061,113049,B-,103758
UG,2061,113065,A-,103758
UG,2061,122597,x,103758
UG,2061,122597,A,103758
UG,2064,105432,x,103758
UG,2064,105432,B,103758
UG,2064,105660,A,103758
UG,2064,113058,B,103758
UG,2064,113067,A+,103758
UG,2064,118697,A,103758
UG,2071,106573,B+,103758
UG,2071,107566,B-,103758
UG,2071,113059,B,103758
UG,2071,119316,B-,103758
UG,2071,119316,x,103758
UG,2071,123387,B,103758
UG,2074,113054,A,103758
UG,2074,117020,A-,103758
UG,2074,117106,B+,103758
UG,2074,117106,x,103758
UG,2074,171560,A,103758
UG,2074,172203,B+,103758
GR,2114,115537,A-,102426
GR,2114,115552,A,102426
GR,2114,178065,B+,102426
GR,2121,115509,A,102426
GR,2121,115516,B-,102426
GR,2121,115560,A,102426
GR,2121,172197,A+,102426
GR,2124,115564,B+,102426
GR,2124,115573,A,102426
GR,2124,115580,S,102426
GR,2124,175208,B,102426
GR,2131,115535,A,102426
GR,2181,113097,A,103130
GR,2181,172214,A+,103130
GR,2181,172217,A-,103130
GR,2181,183979,B+,103130
GR,2181,185677,S,103130
GR,2184,113142,A,103130
GR,2184,113145,A,103130
GR,2184,172245,A,103130
GR,2191,113139,B+,103130
GR,2191,113154,B,103130
GR,2191,172215,A,103130
GR,2191,184280,A,103130
GR,2194,113147,0,103130
GR,2167,113144,A+,101097
GR,2167,113153,A+,101097
GR,2167,123882,A+,101097
GR,2167,186582,A,101097
GR,2171,113167,A,101097
GR,2171,172215,A,101097
GR,2171,172217,A,101097
GR,2171,183979,A,101097
GR,2174,113139,A+,101097
GR,2174,113140,A,101097
GR,2174,181942,A,101097
GR,2174,185933,A,101097
GR,2061,113140,A-,101797
GR,2061,113144,B,101797
GR,2061,113167,B,101797
GR,2061,113181,N,101797
GR,2061,123882,C,101797
GR,2064,113137,A,101797
GR,2064,113138,A,101797
GR,2064,113169,C+,101797
GR,2064,123955,B,101797
GR,2111,105686,F,100461
GR,2111,105686,x,100461
GR,2111,105694,x,100461
GR,2111,105694,B-,100461
GR,2111,113149,W,100461
GR,2111,123386,B+,100461
GR,2111,123882,W,100461
GR,2114,113085,A,100461
GR,2114,172201,A+,100461
GR,2114,172211,A,100461
GR,2114,172214,A,100461
GR,2121,113149,B+,100461
GR,2121,113167,A,100461
GR,2121,172213,W,100461
GR,2121,179351,A-,100461
GR,2121,181942,B+,100461
GR,2124,113138,A,100461
GR,2124,179351,A,100461
GR,2124,180587,C+,100461
GR,2127,113171,B-,100461
GR,2127,172247,B,100461
GR,2061,115601,S,101766
GR,2064,109380,x,101766
GR,2067,109380,x,101766
GR,2071,109380,x,101766
GR,2074,109380,x,101766
GR,2077,109380,x,101766
GR,2061,113255,A,104069
GR,2061,113258,A,104069
GR,2061,121415,A,104069
GR,2064,113274,S,104069
GR,2067,113274,S,104069
GR,2071,113254,A,104069
GR,2071,113274,S,104069
GR,2074,109380,x,104069
GR,2077,109380,x,104069
GR,2081,109380,x,104069
GR,2084,109380,x,104069
GR,2087,109380,x,104069
GR,2181,123920,A-,103435
GR,2181,123930,B,103435
GR,2181,123947,A,103435
GR,2181,185677,S,103435
GR,2184,123971,A,103435
GR,2184,123973,A,103435
GR,2184,177101,A-,103435
GR,2184,183499,A+,103435
GR,2191,123965,A,103435
GR,2191,123976,A-,103435
GR,2191,123987,A+,103435
GR,2191,177102,A,103435
GR,2194,172231,0,103435
GR,2194,185933,0,103435
GR,2084,113142,A,101733
GR,2087,115509,A-,102900
GR,2087,115552,A+,102900
GR,2091,115511,A,102900
GR,2091,115564,A,102900
GR,2094,115510,A,102900
GR,2094,115560,A,102900
GR,2097,115586,B+,102900
GR,2097,150974,A,102900
GR,2101,115516,A,102900
GR,2101,115580,S,102900
GR,2104,115540,A+,102900
GR,2104,115573,A,102900
GR,2061,115509,B+,102975
GR,2061,115510,A,102975
GR,2061,115511,A,102975
GR,2061,115529,A-,102975
GR,2064,115530,A,102975
GR,2064,115541,A,102975
GR,2064,115544,A,102975
GR,2064,115564,A,102975
GR,2064,115573,A,102975
GR,2067,115540,A,102975
GR,2067,115552,A,102975
GR,2067,115580,S,102975
GR,2061,105536,A-,102303
GR,2061,115529,B,102303
GR,2061,115588,B,102303
GR,2061,115590,A,102303
GR,2061,121408,A,102303
GR,2064,115524,A,102303
GR,2064,115525,A,102303
GR,2064,115594,A+,102303
GR,2064,115596,A,102303
GR,2067,108979,A,102303
GR,2071,115522,A,102303
GR,2071,115589,A,102303
GR,2071,119796,x,102303
GR,2071,119796,C,102303
GR,2074,115526,A,102303
GR,2074,119810,A,102303
GR,2074,119857,A,102303
GR,2077,115601,S,102303
GR,2081,115601,G,102303
GR,2084,115601,S,102303
GR,2087,115601,S,102303
GR,2091,115589,A-,102303
GR,2091,115601,S,102303
GR,2094,115601,S,102303
GR,2097,115601,S,102303
GR,2101,109380,x,102303
GR,2104,109380,x,102303
GR,2107,109380,x,102303
GR,2111,109380,x,102303
GR,2114,109380,x,102303
GR,2094,115509,A+,103193
GR,2094,115510,B+,103193
GR,2094,115518,A,103193
GR,2094,115552,A,103193
GR,2097,115511,A,103193
GR,2097,115564,A,103193
GR,2097,115586,A,103193
GR,2097,150974,A,103193
GR,2101,115516,A,103193
GR,2101,115542,A,103193
GR,2101,115560,A-,103193
GR,2101,115580,S,103193
UG,2064,107574,A+,103193
UG,2064,107575,x,103193
UG,2064,107575,A-,103193
UG,2064,107638,A,103193
UG,2064,115319,A,103193
UG,2071,107791,A,103193
UG,2074,107583,A,103193
UG,2074,107583,x,103193
UG,2074,107591,A,103193
UG,2074,107650,A+,103193
UG,2081,107639,A-,103193
UG,2081,107793,A,103193
UG,2081,115359,B+,103193
UG,2084,107581,x,103193
UG,2084,107581,A-,103193
UG,2084,107703,A-,103193
UG,2084,115372,A-,103193
GR,2101,115509,A+,103648
GR,2101,115549,A,103648
GR,2101,115552,A+,103648
GR,2101,178065,A+,103648
GR,2104,115541,A,103648
GR,2104,115548,A,103648
GR,2104,115550,A,103648
GR,2104,115564,A,103648
GR,2104,115580,S,103648
GR,2107,115544,A+,103648
GR,2107,115578,A,103648
GR,2107,150974,A,103648
GR,2114,177843,A,103648
GR,2141,115509,A,103677
GR,2141,115549,A,103677
GR,2141,115552,A,103677
GR,2141,115566,A-,103677
GR,2144,115548,A,103677
GR,2144,178065,A,103677
GR,2144,178641,A,103677
GR,2144,183925,A,103677
GR,2147,115564,A,103677
GR,2147,150974,A,103677
GR,2147,175208,A,103677
GR,2147,182546,A,103677
GR,2147,182546,A,103677
GR,2147,182546,A+,103677
GR,2111,115509,A-,100446
GR,2111,115540,W,100446
GR,2111,178065,A,100446
GR,2111,178461,A-,100446
GR,2114,115531,A,100446
GR,2114,115560,A,100446
GR,2114,115564,A,100446
GR,2114,115573,A+,100446
GR,2117,115533,A-,100446
GR,2117,150974,A-,100446
GR,2121,115535,A,100446
GR,2121,115540,A,100446
GR,2121,115578,A+,100446
GR,2121,115580,S,100446
GR,2081,115509,A-,103057
GR,2081,115564,A,103057
GR,2101,115509,A-,102722
GR,2101,115522,B,102722
GR,2104,115524,B,102722
GR,2104,115526,B,102722
GR,2107,150169,B-,102722
GR,2107,178457,A-,102722
GR,2111,115518,B,102722
GR,2111,115552,A,102722
GR,2114,115525,B,102722
GR,2114,115561,B,102722
GR,2117,115519,B+,102722
GR,2117,178458,A-,102722
GR,2071,113085,A,103483
GR,2071,113167,A-,103483
GR,2071,115058,S,103483
GR,2074,113137,B+,103483
GR,2074,113142,A-,103483
GR,2074,113149,B+,103483
GR,2074,115059,S,103483
GR,2074,172215,A,103483
GR,2077,113097,A,103483
GR,2077,123882,B+,103483
GR,2077,123931,B,103483
GR,2077,172247,A,103483
GR,2081,150362,A+,103483
GR,2081,172234,A,103483
GR,2101,123947,A+,104452
GR,2101,172253,A,104452
GR,2101,177103,A+,104452
GR,2104,112914,A,104452
GR,2104,123949,A+,104452
GR,2104,172253,A,104452
GR,2107,106644,A+,104452
GR,2111,106756,W,104452
GR,2111,172253,A,104452
GR,2111,172254,S,104452
GR,2111,172273,A+,104452
GR,2114,172254,S,104452
GR,2121,119793,A,104452
GR,2121,172254,S,104452
GR,2124,109380,x,104452
GR,2131,109380,x,104452
GR,2134,109380,x,104452
GR,2141,109380,x,104452
GR,2144,109380,x,104452
GR,2151,109380,x,104452
GR,2071,115509,A,102375
GR,2071,115564,A,102375
GR,2074,115510,A,102375
GR,2074,115541,A,102375
GR,2077,115543,A+,102375
GR,2077,115552,A+,102375
GR,2081,115511,A+,102375
GR,2081,115537,A,102375
GR,2084,115531,A,102375
GR,2084,115573,A,102375
GR,2087,115546,A,102375
GR,2087,150169,A-,102375
GR,2181,115509,A,102522
GR,2181,115529,A,102522
GR,2181,115552,A+,102522
GR,2181,115566,A,102522
GR,2184,115530,A+,102522
GR,2184,115535,A-,102522
GR,2184,115540,A,102522
GR,2184,115564,A,102522
GR,2184,178065,A,102522
GR,2187,115580,S,102522
GR,2187,175208,A,102522
GR,2187,186173,A+,102522
GR,2081,115509,A-,100415
GR,2081,115518,A,100415
GR,2081,115522,B,100415
